post_title,seo_page_title,categoryParent,author_name,post_date,imageDesktop650,imageMobile320,categoryChild,post_url,scraped_at
Tier List Item Teamfight Tactics (TFT) Mobile Desember 2023,Tier List Item Teamfight Tactics (TFT) Mobile Desember 2023,Esports,iqbal nuril,2023-12-04 09:00:21,2023/12/Tier-List-Item-Teamfight-Tactics-TFT-Mobile-Desember-2023-640x360.jpg,2023/12/Tier-List-Item-Teamfight-Tactics-TFT-Mobile-Desember-2023-320x180.jpg,Esports Lain,esports/esports-lain/tier-list-item-tft-mobile-desember-2023,2023-12-08 16:34:50
Shopify Rebellion Juara VCT Game Changers 2023 Setelah Kalahkan Team Liquid BR,Shopify Rebellion Juara VCT Game Changers 2023!,Esports,Mecca Medina,2023-12-04 08:30:00,2023/12/Shopify-Rebellion-Juara-VCT-Game-Changers-2023-featured-640x360.jpg,2023/12/Shopify-Rebellion-Juara-VCT-Game-Changers-2023-featured-320x180.jpg,Valorant,esports/valorant/shopify-rebellion-juara-vct-game-changers-2023,2023-12-08 16:34:50
Film Detective Conan: The Million-Dollar Five Guiding Stars Rilis 2024!,Detective Conan: The Million-Dollar Five Guiding Stars Rilis 2024!,Geek,Arini Rizki Fauziah,2023-12-04 08:00:46,2023/12/Detective-Conan-The-Million-Dollar-Five-Guiding-Stars-feature-640x360.jpg,2023/12/Detective-Conan-The-Million-Dollar-Five-Guiding-Stars-feature-320x180.jpg,Anime Manga,geek/anime-manga/detective-conan-the-million-dollar-five-guiding-stars,2023-12-08 16:34:50
The Witcher 4 Mulai Perbanyak Jumlah Staf di Dalamnya!,Rekrutmen The Witcher 4 Sudah Berlangsung! Stafnya Banyak!,Geek,Taufiq Radityadji,2023-12-04 07:30:22,2023/12/Rekrutmen-The-Witcher-4-featured-640x360.jpg,2023/12/Rekrutmen-The-Witcher-4-featured-320x180.jpg,Game,geek/game/rekrutmen-the-witcher-4,2023-12-08 16:34:50
Podcast We Say Things Jelaskan Kepergian Tiga Pemain Azure Ray,Podcast We Say Things Jelaskan Kepergian Tiga Pemain Azure Ray,Esports,Mallasak,2023-12-04 07:00:35,2023/12/Дизайн-без-названия-9-640x360.jpg,2023/12/Дизайн-без-названия-9-320x180.jpg,Dota 2,esports/dota-2/we-say-things-azure-ray,2023-12-08 16:34:50
Pajajaran Esports Sukses Jadi Juara Divisi 1 Liga Esports Nasional 2023,Pajajaran Esports Sukses Jadi Juara Divisi 1 Liga Esports Nasional 2023,Esports,Jefri Sibarani,2023-12-03 23:15:33,2023/12/pajajaran-esports-liga-esports-nasional-639x360.jpg,2023/12/pajajaran-esports-liga-esports-nasional-320x180.jpg,Mobile Legends,esports/mobile-legends/pajajaran-esports-juara-divisi-1-liga-esports-nasional-2023,2023-12-08 16:34:50
Beyond Good and Evil Akan Dapatkan Versi Ulang Tahun ke-20!,Beyond Good & Evil 20th Anniversary Edition Akan Hadir!,Geek,Taufiq Radityadji,2023-12-03 23:00:45,2023/12/Beyond-Good-Evil-20th-featured-640x360.jpg,2023/12/Beyond-Good-Evil-20th-featured-320x180.jpg,Game,geek/game/beyond-good-evil-20th,2023-12-08 16:34:50
"Tidak Ketemu di MPLI 2023, SYS Kousei Antusias Melawan ONIC Esports","Tidak Ketemu di MPLI 2023, SYS Kousei Antusias Melawan ONIC Esports",Esports,Mecca Medina,2023-12-03 22:00:28,2023/12/sys-kousei-onic-esports-featured-640x360.jpg,2023/12/sys-kousei-onic-esports-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/sys-kousei-onic-esports,2023-12-08 16:34:50
Cara Mendapatkan Clear Drop Dengan Mudah di Reverse 1999,"Clear Drop Reverse 1999 Bisa Didapatkan Mudah, Gimana Caranya?",Geek,Elang,2023-12-03 21:00:32,2023/12/E-1-640x360.jpg,2023/12/E-1-320x180.jpg,Game,geek/game/clear-drop-reverse-1999,2023-12-08 16:34:50
Ada Typo di Dalam Motherboard ASUS ROG Kolaborasi dengan Evangelion!,Typo ASUS ROG Evangelion yang Tercetak di Motherboard!,Tekno,Taufiq Radityadji,2023-12-03 20:00:51,2023/12/Typo-Asus-ROG-Evangelion-featured-640x360.jpg,2023/12/Typo-Asus-ROG-Evangelion-featured-320x180.jpg,Gadget,tekno/gadget/typo-asus-rog-evangelion,2023-12-08 16:34:50
Black Clover: Rise Of The Wizard King Rilis Resmi di iOS dan Android,Black Clover: Rise Of The Wizard King Rilis Resmi di iOS dan Android,Geek,Mecca Medina,2023-12-03 19:30:43,2023/12/Black-Clover-Rise-Of-The-Wizard-King-Rilis-featured-640x360.jpg,2023/12/Black-Clover-Rise-Of-The-Wizard-King-Rilis-featured-320x180.jpg,Game,geek/game/black-clover-rise-of-the-wizard-king-rilis,2023-12-08 16:34:50
Blue Lock Chapter 243: Kaiser Sang Mawar Biru,Blue Lock Chapter 243: Arti Mawar Biru dari Kaiser,Geek,Adagium,2023-12-03 19:00:01,2023/12/Blue-Lock-Chapter-243-featured-640x360.jpg,2023/12/Blue-Lock-Chapter-243-featured-320x180.jpg,Anime Manga,geek/anime-manga/blue-lock-chapter-243,2023-12-08 16:34:50
TheOhioBrothers Hoon Tidak Senang dengan Kekalahan dari Deus Vult,TheOhioBrothers Hoon Tidak Senang dengan Kekalahan dari Deus Vult,Esports,Mecca Medina,2023-12-03 18:30:02,2023/12/TheOhioBrothers-Hoon-deus-vult-featured-640x360.jpg,2023/12/TheOhioBrothers-Hoon-deus-vult-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/theohiobrothers-hoon-deus-vult,2023-12-08 16:34:50
Team Spirit Korb3n Ingin Azure Ray Didiskualifikasi dari ESL One Kuala Lumpur,Team Spirit Korb3n Ingin Azure Ray Didiskualifikasi dari ESL One KL,Esports,Mallasak,2023-12-03 18:00:25,2023/12/Дизайн-без-названия-4-640x360.jpg,2023/12/Дизайн-без-названия-4-320x180.jpg,Dota 2,esports/dota-2/team-spirit-azure-ray-esl-one,2023-12-08 16:34:50
BTR Sons Daarkness Sebutkan Hal yang Membuat ONIC Esports Spesial,BTR Sons Daarkness Sebutkan Hal yang Membuat ONIC Esports Spesial,Esports,Mecca Medina,2023-12-03 17:30:05,2023/12/BTR-Sons-Daarkness-ONIC-featured-640x360.jpg,2023/12/BTR-Sons-Daarkness-ONIC-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/btr-sons-daarkness-onic,2023-12-08 16:34:50
Nina the Starry Bride: Manga Fantasi Populer Akan Diadaptasi Jadi Anime,,Geek,Arini Rizki Fauziah,2023-12-03 17:00:22,2023/12/anime-nina-the-starry-bride-feature-640x360.jpg,2023/12/anime-nina-the-starry-bride-feature-320x180.jpg,Anime Manga,geek/anime-manga/anime-nina-the-starry-bride,2023-12-08 16:34:50
Perbedaan Bigetron Sons dengan Bigetron Alpha Menurut Coach Yeb,Perbedaan Bigetron Sons dengan Bigetron Alpha Menurut Coach Yeb,Esports,Mecca Medina,2023-12-03 16:30:27,2023/12/perbedaan-bigetron-sons-dengan-bigetron-alpha-featured-640x360.jpg,2023/12/perbedaan-bigetron-sons-dengan-bigetron-alpha-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/perbedaan-bigetron-sons-dengan-bigetron-alpha,2023-12-08 16:34:50
Daftar Hero Mage yang Cocok jadi EXP Laner Mobile Legends,Hero Mage MLBB yang Cocok Dipakai di Posisi EXP Laner,Esports,Elang,2023-12-03 16:00:30,2023/12/Daftar-Hero-Mage-yang-Cocok-jadi-EXP-Laner-Mobile-Legends-640x360.jpg,2023/12/Daftar-Hero-Mage-yang-Cocok-jadi-EXP-Laner-Mobile-Legends-320x180.jpg,Mobile Legends,esports/mobile-legends/mage-mlbb-exp-laner,2023-12-08 16:34:50
Tower of Fantasy di Tiongkok akan Dapatkan Reboot? Ini Informasinya!,Tower of Fantasy Reboot Disiapkan di Tiongkok? Ini Informasinya!,Geek,Spades,2023-12-03 15:30:24,2023/12/tower-of-fantasy-reboot-featured-640x360.jpg,2023/12/tower-of-fantasy-reboot-featured-320x180.jpg,Game,geek/game/tower-of-fantasy-dapatkan-reboot,2023-12-08 16:34:50
Lirik Theme Song M5 Better Than Great yang Dinyanyikan July,Lirik Theme Song M5 Better Than Great yang Dinyanyikan July,Esports,Taufiq Radityadji,2023-12-03 15:00:17,2023/12/Lirik-Theme-Song-M5-featured-640x360.jpg,2023/12/Lirik-Theme-Song-M5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/lirik-theme-song-m5,2023-12-08 16:34:50
Cara Membangun Tim Reverse 1999 yang Paling Optimum,"Membangun Tim Reverse 1999 Paling Optimum, Bagaimana Caranya?",Geek,Elang,2023-12-03 14:30:02,2023/12/E-2-640x360.jpg,2023/12/E-2-320x180.jpg,Game,geek/game/membangun-tim-reverse-1999,2023-12-08 16:34:50
One Piece Chapter 1100: Bergabungnya Kuma Ke Shichibukai,One Piece Chapter 1100: Bergabungnya Kuma Ke Shichibukai,Geek,Adagium,2023-12-03 14:00:02,2023/12/One-Piece-Chapter-1100-featured-640x360.jpg,2023/12/One-Piece-Chapter-1100-featured-320x180.jpg,Anime Manga,geek/anime-manga/one-piece-chapter-1100,2023-12-08 16:34:50
